"name","release","popularity"
"Skyfall","2012-10-25",25.781
"The Hobbit: An Unexpected Journey","2012-11-26",28.271
"Silent Hill: Revelation 3D","2012-10-10",30.885
"Django Unchained","2012-12-25",25.072
"Wreck-It Ralph","2012-11-01",22.278
"Rise of the Guardians","2012-11-21",18.48
"Jack Reacher","2012-12-20",15.001
"The Twilight Saga: Breaking Dawn - Part 2","2012-11-13",15.099
"Argo","2012-10-11",14.166
"The First Time","2012-10-19",14.854
"Life of Pi","2012-11-20",14.931
"Lincoln","2012-11-09",14.141
"Zero Dark Thirty","2012-12-19",11.722
"Les Misérables","2012-12-18",14.212
"Cloud Atlas","2012-10-26",16.436
"十二生肖","2012-12-20",8.709
"Christmas Crush","2012-11-17",9.528
"Deadfall","2012-11-08",13.102
"Wrong Turn 5: Bloodlines","2012-10-23",13.477
"Frankenweenie","2012-10-04",10.525
"ワンピース フィルム ゼット","2012-12-15",8.611
"Home Alone: The Holiday Heist","2012-11-25",16.534
"Flight","2012-11-02",10.679
"Red Dawn","2012-11-21",12.19
"Heroes and Demons","2012-12-12",3.446
"Universal Soldier: Day of Reckoning","2012-10-04",9.634
"So Undercover","2012-12-06",7.664
"Santa Paws 2: The Santa Pups","2012-11-20",13.185
"Apartment 1303 3D","2012-12-06",9.894
"Room 237","2012-10-26",9.101
"Grave Encounters 2","2012-10-12",7.28
"Playing for Keeps","2012-11-29",9.368
"Fun Size","2012-10-24",8.978
"A Bride for Christmas","2012-12-29",10.18
"Would You Rather","2012-10-14",8.534
"Paranormal Activity 4","2012-10-17",9.285
"A Late Quartet","2012-11-02",9.123
"Girl vs. Monster","2012-10-12",8.229
"Chasing Mavericks","2012-10-25",8.413
"Seal Team Six: The Raid on Osama Bin Laden","2012-11-04",7.276
"El cuerpo","2012-10-04",8.344
"The Factory","2012-10-19",7.841
"Alex Cross","2012-10-18",11.171
"This Is 40","2012-12-20",9.126
"U.F.O.","2012-12-15",5.557
"Hyde Park on Hudson","2012-12-07",8.535
"The Man with the Iron Fists","2012-11-02",11.867
"Ernest et Célestine","2012-12-12",7.754
"Stories We Tell","2012-10-12",8.193
"The Guilt Trip","2012-12-19",8.23
"Astérix & Obélix - Au service de Sa Majesté","2012-10-17",10.843
"Here Comes the Boom","2012-10-11",10.581
"Silent Night","2012-11-30",7.811
"तलाश","2012-11-30",7.826
"Spike Island","2012-10-11",7.016
"A Christmas Kiss","2012-10-15",8.826
"The Broken Circle Breakdown","2012-10-09",7.237
"Maniac","2012-12-26",7.214
"Parental Guidance","2012-12-25",8.801
"Chained","2012-10-02",7.312
"Niko 2: Lentäjäveljekset","2012-10-12",3.854
"Paperman","2012-11-02",9.012
"The Summit","2012-10-12",5.89
"Hitchcock","2012-11-22",12.328
"Rigodon","2012-11-21",12.23
"Gallowwalkers","2012-10-27",8.735
"劇場版 魔法少女まどか☆マギカ [前編] 始まりの物語","2012-10-05",4.141
"Cirque du Soleil: Worlds Away","2012-11-09",8.333
"Big Top Scooby-Doo!","2012-10-22",6.402
"A Dark Truth","2012-11-29",5.681
"Great Expectations","2012-11-30",9.341
"Smiley","2012-10-12",6.525
"Sightseers","2012-11-30",8.366
"Help for the Holidays","2012-12-09",6.063
"Static","2012-10-31",6.652
"De l'autre côté du périph","2012-12-15",5.931
"Dracula 3D","2012-11-09",8.928
"West of Memphis","2012-12-25",6.334
"Chasing Ice","2012-10-01",8.799
"Blood","2012-10-09",5.445
"타워","2012-12-25",6.882
"Christmas with Holly","2012-12-09",4.357
"Atlas Shrugged: Part II","2012-10-12",6.28
"Best Man Down","2012-10-20",7.258
"Britain's Greatest Codebreaker","2012-10-17",6.486
"The Liability","2012-11-24",7.713
"The Reef 2: High Tide","2012-10-30",5.931
"Room on the Broom","2012-12-25",5.001
"Tutto tutto niente niente","2012-11-30",6.713
"Populaire","2012-11-27",7.267
"Nous York","2012-11-06",4.513
"毒戰","2012-11-15",7.368
"Rise of the Zombies","2012-10-27",4.194
"伏 鉄砲娘の捕物帳","2012-10-20",3.865
"Un plan parfait","2012-10-29",6.299
"Die Vermessung der Welt","2012-10-24",4.571
"Dino Time","2012-12-07",5.163
"Scooby-Doo! Mask of the Blue Falcon","2012-12-15",5.782
"40 Days and Nights","2012-12-15",5.228
"The House I Live In","2012-10-05",5.228
"Werewolf: The Beast Among Us","2012-10-09",5.974
"Sofia the First: Once Upon a Princess","2012-11-18",4.456
"Maximum Conviction","2012-10-25",5.168
"Suspension of Disbelief","2012-11-01",5.149
"Bad Kids Go To Hell","2012-12-07",4.593
"늑대소년","2012-10-31",6.284
"Снежная королева","2012-10-11",6.51
"Love Bite","2012-11-09",4.004
"Jack & Diane","2012-11-02",5.66
"I Will Follow You Into the Dark","2012-12-20",3.714
"Viva l'Italia","2012-10-25",7.109
"Tutti i santi giorni","2012-10-10",4.87
"Tom and Jerry: Robin Hood and His Merry Mouse","2012-10-02",4.664
"It's a SpongeBob Christmas!","2012-11-23",4.946
"Not Fade Away","2012-12-21",5.069
"Reisen til julestjernen","2012-11-09",8.62
"Naughty or Nice","2012-12-24",5.953
"Browncoats Unite: Firefly 10th Anniversary Special","2012-11-11",6.58
"3, 2, 1... Frankie Go Boom","2012-10-12",4.644
"Coldplay: Live 2012","2012-11-13",4.256
"Insensibles","2012-10-10",4.999
"The Girl","2012-10-22",5.118
"The Battery","2012-10-13",6.035
"Monster High: Ghouls Rule","2012-10-09",6.191
"Mental","2012-10-04",4.458
"ヱヴァンゲリヲン新劇場版:Q","2012-11-17",8.459
"Love at the Christmas Table","2012-11-25",6.409
"Kiss of the Damned","2012-11-07",5.135
"Holly's Holiday","2012-12-08",5.662
"जब तक है जान","2012-11-13",5.289
"The Last Will and Testament of Rosalind Leigh","2012-11-09",5.531
"Celebration Day","2012-10-17",5.856
"Shudra: The Rising","2012-10-19",8.119
"The Swan Princess Christmas","2012-11-05",5.353
"Save the Date","2012-12-14",4.599
"Colpi di fulmine","2012-12-13",5.625
"劇場版 魔法少女まどか☆マギカ[後編] 永遠の物語","2012-10-13",4.043
"Belle du Seigneur","2012-11-29",4.576
"Sushi Girl","2012-12-07",4.17
"Mais qui a re-tué Pamela Rose?","2012-12-02",4.961
"In Their Skin","2012-11-09",5.331
"Imaginaerum","2012-11-10",5.43
"Bad 25","2012-11-22",5.101
"Starlet","2012-11-09",6.406
"Stars 80","2012-10-24",4.472
"Everything or Nothing","2012-10-05",5.745
"Scooby-Doo! Haunted Holidays","2012-10-16",7.317
"Student of the Year","2012-10-19",4.441
"A Glimpse Inside the Mind of Charles Swan III","2012-11-15",3.987
"Até que a Sorte nos Separe","2012-10-05",5.377
"The Snowman and The Snowdog","2012-12-24",4.733
"Nativity 2: Danger in the Manger!","2012-11-23",5.878
"太極２ 英雄崛起","2012-10-25",4.373
"青の祓魔師 劇場版","2012-12-28",4.829
"Mine Games","2012-12-01",5.5
"De Pernas pro Ar 2","2012-12-28",4.475
"내가 살인범이다","2012-11-08",5.097
"Midnight's Children","2012-10-26",3.905
"Mea Maxima Culpa: Silence in the House of God","2012-11-16",5.565
"Le capital","2012-11-14",4.543
"The Men Next Door","2012-12-11",5.171
"Bronies: The Extremely Unexpected Adult Fans of My Little Pony","2012-11-04",4.539
"Private Peaceful","2012-10-12",5.068
"Alleen Maar Nette Mensen","2012-10-11",3.859
"Entity","2012-10-24",3.433
"회사원","2012-10-11",4.739
"La stratégie de la poussette","2012-11-10",3.023
"The Good Witch's Charm","2012-10-27",4.548
"Comme des frères","2012-11-21",4.335
"Brooklyn Castle","2012-10-19",4.669
"Kirikou et les hommes et les femmes","2012-10-02",5.002
"I 2 soliti idioti","2012-12-20",4.991
"No Tell Motel","2012-10-09",3.165
"The Untold History of the United States","2012-11-12",4.422
"Cheerful Weather for the Wedding","2012-12-07",4.765
"Il peggior Natale della mia vita","2012-12-22",8.239
"반창꼬","2012-12-19",2.357
"Donner Pass","2012-11-15",4.922
"Pusher","2012-10-12",5.49
"Doctor Who: The Snowmen","2012-12-25",5.139
"Hypothermia","2012-10-02",3.935
"6 Degrees of Hell","2012-11-26",3.601
"Hold Your Breath","2012-10-05",3.767
"Christmas Twister","2012-12-15",2.574
"Infected","2012-10-31",2.502
"Matchmaker Santa","2012-11-21",3.574
"Junkie","2012-10-05",4.241
"Post Tenebras Lux","2012-11-22",4.716
"Underground: The Julian Assange Story","2012-10-07",4.502
"Dead Before Dawn","2012-10-10",4.536
"Johan Falk: De 107 patrioterna","2012-10-09",3.482
"寒戰","2012-11-08",6.034
"L'Homme qui rit","2012-12-26",3.719
"Logistics","2012-12-01",0.613
"The Seven Year Hitch","2012-10-13",4.285
"The Cloth","2012-10-28",3.943
"Elf-Man","2012-11-15",3.729
"Fin","2012-11-23",3.79
"Le Jour des Corneilles","2012-10-23",2.874
"ねらわれた学園","2012-11-09",2.627
"Una famiglia perfetta","2012-11-28",5.655
"Call Girl","2012-11-09",3.913
"Freeloaders","2012-12-18",3.927
"Minecraft: The Story of Mojang","2012-12-23",4.575
"Os Penetras","2012-11-30",2.588
"Después de Lucía","2012-10-03",3.866
"Bad Boy Street","2012-10-22",4.942
"துப்பாக்கி","2012-11-13",3.463
"Tensión sexual, Volumen 1: Volátil","2012-10-07",3.891
"Gladiatori di Roma","2012-10-18",4.269
"Crossfire Hurricane","2012-10-18",3.516
"자칼이 온다","2012-11-15",2.094
"Any Day Now","2012-12-14",4.841
"Main dans la main","2012-12-19",3.677
"Nobody Walks","2012-10-19",4.317
"A Star for Christmas","2012-12-02",4.628
"Johan Falk: Organizatsija Karayan","2012-11-06",3.271
"Ghost Storm","2012-11-10",2.889
"Bloody Homecoming","2012-12-30",3.535
"Nature Calls","2012-11-09",3.422
"Boot Tracks","2012-10-31",4.299
"Night of the Living Dead: Re-Animation","2012-10-16",3.518
"Divorce Invitation","2012-11-14",4.812
"Simon Amstell: Numb - Live at the BBC","2012-12-31",3.363
"Zaytoun","2012-10-14",3.034
"B.B. King: The Life of Riley","2012-10-15",4.126
"Flight of the Butterflies","2012-10-01",2.524
"Come Dance with Me","2012-12-08",3.026
"血滴子","2012-12-17",3.776
"The Doors - Live at the Bowl '68","2012-10-22",3.113
"Три богатыря на дальних берегах","2012-12-27",3.157
"Border Run","2012-10-12",3.168
"American Horror House","2012-10-13",3.28
"悪の教典","2012-11-10",4.316
"A Golden Christmas 3","2012-11-23",4.737
