"name","release","popularity"
"The Avengers","2012-04-25",49.559
"Brave","2012-06-21",29.287
"The Amazing Spider-Man","2012-06-27",25.317
"Prometheus","2012-05-30",23.802
"Snow White and the Huntsman","2012-05-30",18.793
"Men in Black 3","2012-05-23",17.043
"Chroniques sexuelles d'une famille d'aujourd'hui","2012-05-09",22.401
"The Dictator","2012-05-15",13.248
"Ice Age: Continental Drift","2012-06-26",19.964
"Ted","2012-06-29",14.652
"Madagascar 3: Europe's Most Wanted","2012-06-06",19.674
"American Reunion","2012-04-04",14.451
"Battleship","2012-04-11",12.851
"The Cabin in the Woods","2012-04-12",15.116
"후궁: 제왕의 첩","2012-06-06",11.925
"Storage 24","2012-06-29",8.047
"Dark Shadows","2012-05-08",12.97
"Moonrise Kingdom","2012-05-24",11.741
"The Five-Year Engagement","2012-04-27",9.178
"Rock of Ages","2012-06-13",12.493
"Lockout","2012-04-12",11.504
"Blue Lagoon: The Awakening","2012-06-16",10.431
"Piranha 3DD","2012-05-11",13.719
"Safe","2012-04-16",14.775
"What to Expect When You're Expecting","2012-05-17",10.544
"The Lucky One","2012-04-19",11.247
"That's My Boy","2012-06-14",11.879
"Let It Shine","2012-06-15",8.651
"Safety Not Guaranteed","2012-06-08",8.316
"Abraham Lincoln: Vampire Hunter","2012-06-20",13.507
"The Cold Light of Day","2012-04-04",9.41
"People Like Us","2012-06-29",8.055
"Bad Ass","2012-04-12",8.995
"Now Is Good","2012-05-25",10.29
"Tengo ganas de ti","2012-06-22",9.557
"Superman vs. The Elite","2012-06-12",9.615
"Searching for Sugar Man","2012-06-30",10.954
"Katy Perry: Part of Me","2012-06-28",9.2
"Seeking a Friend for the End of the World","2012-06-22",11.814
"Marley","2012-04-20",8.391
"On the Road","2012-05-22",9.283
"Think Like a Man","2012-04-16",7.915
"Zambezia","2012-06-05",9.892
"After Porn Ends","2012-05-21",8.86
"Cosmopolis","2012-05-25",8.189
"Emmanuelle Through Time: Sex, Chocolate & Emmanuelle","2012-06-02",7.039
"Magic Mike","2012-06-28",10.133
"De rouille et d'os","2012-05-17",7.415
"Beasts of the Southern Wild","2012-06-29",8.847
"A Fantastic Fear of Everything","2012-06-07",8.169
"To Rome with Love","2012-04-20",8.25
"A Perfect Ending","2012-06-01",10.774
"Gambit","2012-04-25",6.787
"Chernobyl Diaries","2012-05-24",10.725
"Damsels in Distress","2012-04-06",6.326
"Indie Game: The Movie","2012-05-18",8.567
"The Sessions","2012-05-02",7.764
"The Three Stooges","2012-04-13",8.123
"2-Headed Shark Attack","2012-06-26",7.088
"American Mary","2012-05-31",7.982
"Meeting Evil","2012-05-03",5.756
"El Gringo","2012-05-10",5.464
"The Pact","2012-05-25",6.445
"Dragon Eyes","2012-05-10",7.236
"Paradies: Liebe","2012-04-27",5.75
"Lovely Molly","2012-05-18",7.097
"Chimpanzee","2012-04-20",6.686
"ももへの手紙","2012-04-21",7.819
"Madea's Witness Protection","2012-06-29",6.511
"Bernie","2012-04-27",6.756
"Stitches","2012-05-19",6.258
"ベルセルク 黄金時代篇II ドルドレイ攻略","2012-06-23",6.509
"Rags","2012-05-28",6.202
"Lay the Favorite","2012-06-22",6.879
"Resolution","2012-04-20",6.785
"Struck by Lightning","2012-04-20",7.164
"Ai Weiwei: Never Sorry","2012-06-14",5.423
"Piranhaconda","2012-06-16",4.726
"Whole Lotta Sole","2012-04-21",4.094
"The Angels' Share","2012-06-01",6.838
"Fortress","2012-04-01",5.838
"Sur la piste du Marsupilami","2012-04-03",6.703
"Foodfight!","2012-06-15",6.15
"The Philly Kid","2012-05-11",4.4
"Reality","2012-05-04",4.797
"गैंग्स ऑफ़ वास्सेपुर पार्ट - १","2012-06-22",6.432
"Lola Versus","2012-04-24",6.363
"The Giant Mechanical Man","2012-04-27",5.541
"Golfstrim pod Aysbergom","2012-06-26",2.421
"Ghost Recon: Alpha","2012-05-03",4.187
"Jesse Stone: Benefit of the Doubt","2012-05-19",5.915
"Laurence Anyways","2012-05-18",7.296
"Rites of Passage","2012-04-24",3.263
"名探偵コナン １１人目のストライカー","2012-04-14",5.463
"For Greater Glory: The True Story of Cristiada","2012-06-01",4.663
"One Direction: Up All Night - The Live Tour","2012-05-16",5.821
"Stash House","2012-05-11",4.521
"Cowgirls n' Angels","2012-05-25",4.748
"The Central Park Five","2012-05-24",6.3
"Un Bonheur n'arrive jamais seul","2012-06-27",5.137
"Le Prénom","2012-04-25",7.066
"Bigfoot","2012-06-30",4.189
"Something from Nothing: The Art of Rap","2012-06-15",4.827
"Girl in Progress","2012-05-11",5.365
"Diaz - Don't Clean Up This Blood","2012-04-13",5.424
"Jesus Henry Christ","2012-05-04",4.551
"American Warships","2012-05-15",4.394
"Freaky Deaky","2012-04-22",5.44
"Jewtopia","2012-04-26",5.86
"Pink Floyd: The Story of Wish You Were Here","2012-06-26",4.915
"Radiostars","2012-04-11",4.999
"Le grand soir","2012-06-06",4.006
"हाउसफुल २","2012-04-05",3.395
"7 Below","2012-04-16",4.473
"Jersey Shore Shark Attack","2012-06-09",3.374
"Arachnoquake","2012-06-23",5.235
"Nazis at the Center of the Earth","2012-04-23",4.859
"Darling Companion","2012-04-20",3.951
"Soldiers of Fortune","2012-06-07",5.442
"Time Travel Mater","2012-06-12",6.503
"E Aí... Comeu?","2012-06-22",3.985
"貞子3D","2012-05-12",3.32
"Baby Dolls Behind Bars","2012-06-01",3.002
"Girls Against Boys","2012-05-17",4.848
"Battlefield America","2012-06-01",3.737
"A Dog Named Duke","2012-04-28",3.79
"Simon Killer","2012-04-12",3.934
"Swerve","2012-06-06",3.442
"Last Kind Words","2012-06-08",3.442
"Devil Seed","2012-05-16",4.573
"Ill Manors","2012-06-06",4.745
"Les Vacances de Ducobu","2012-04-24",4.347
"Alien Tornado","2012-04-21",3.076
"Wish You Were Here","2012-04-26",4.137
"Strippers Vs. Werewolves","2012-04-27",4.035
"다른 나라에서","2012-05-30",2.995
"Future Weather","2012-04-29",2.626
"Flicka: Country Pride","2012-05-01",4.15
"Che sau","2012-06-21",2.992
"The Devil's Carnival","2012-04-05",4.736
"Steve Jobs: The Lost Interview","2012-05-11",4.015
"Blue Like Jazz","2012-04-13",3.315
"Mansome","2012-05-18",5.27
"Kumaré","2012-06-20",4.586
"Bikini Spring Break","2012-06-26",3.757
"The Unspeakable Act","2012-04-19",4.998
"राउडी राठौर","2012-06-01",4.035
"Sundays at Tiffany's","2012-05-14",5.854
"The Pelayos","2012-04-26",2.589
"You Can't Kill Stephen King","2012-04-14",4.26
"The History of Future Folk","2012-06-15",4.949
"Louis Theroux: Twilight of the Porn Stars","2012-06-10",2.845
"Last Call","2012-04-12",2.105
"Hirokin","2012-04-23",3.76
"Abraham Lincoln vs. Zombies","2012-05-29",5.669
"Plan de table","2012-04-10",4.19
"Dead Season","2012-05-15",3.964
"Grupo 7","2012-04-03",4.793
"56 Up","2012-05-14",5.557
"Paraísos Artificiais","2012-05-04",4.216
"Hannibal Buress: Animal Furnace","2012-05-20",3.597
"Good Vibrations","2012-05-31",3.447
"Dawn Rider","2012-05-29",4.686
"Gangsters, Guns and Zombies","2012-06-30",2.799
"Undercover Bridesmaid","2012-04-15",4.4
"Detention of the Dead","2012-04-27",4.007
"Bloodwork","2012-05-10",2.849
"Astronaut: The Last Push","2012-06-01",3.917
"מעשייה אורבנית","2012-06-15",6.422
"Modus Anomali","2012-04-26",4.234
"Dépression et des Potes","2012-04-30",4.094
"इशकज़ादे","2012-05-11",3.264
"She Wants Me","2012-04-05",3.618
"Thérèse Desqueyroux","2012-05-27",3.748
"Imagine","2012-04-12",3.133
"For the Love of Money","2012-06-08",3.697
"Head Over Heels","2012-05-24",3.243
"Graceland","2012-04-20",3.492
"Foreverland","2012-06-15",3.41
"7 días en La Habana","2012-04-05",2.794
"The Girl from the Naked Eye","2012-06-15",3.14
"Elfie Hopkins","2012-04-20",3.092
"Strange Frame: Love & Sax","2012-05-03",3.21
"Mermaids: The Body Found","2012-05-27",2.23
"The Aggression Scale","2012-05-29",4.2
"Elliot Loves","2012-05-04",3.396
"El sexo de los ángeles","2012-05-04",3.789
"Rise of the Animals","2012-05-01",2.361
"The Last Gladiators","2012-04-22",3.453
"Jim Gaffigan: Mr. Universe","2012-04-11",5.218
"Imaginary Friend","2012-06-02",3.578
"Adopting Terror","2012-04-07",2.838
"Emmanuelle Through Time: Emmanuelle's Supernatural Sexual Activity","2012-06-02",2.839
"The Dream Team","2012-06-13",3.741
"Fugitive at 17","2012-06-30",3.427
"विक्की डोनर","2012-04-20",4.512
"Lake Effects","2012-05-06",3.604
"Playdate","2012-04-28",3.204
"The Facility","2012-06-23",2.621
"Shadow of Fear","2012-05-27",2.925
"A Therapy","2012-05-22",2.35
"Tape 407","2012-04-27",4.308
"Bloody Bloody Bible Camp","2012-05-25",3.459
"Crawlspace","2012-05-01",4.778
"Gut","2012-06-01",3.179
"Murder on the 13th Floor","2012-05-18",2.527
"Mighty Fine","2012-05-25",2.849
"Fast Girls","2012-06-15",4.815
"Time to Pay","2012-05-05",4.001
"The Broken Tower","2012-04-27",3.645
"Grassroots","2012-06-22",3.708
"Cellmates","2012-06-01",3.704
"Jump","2012-06-08",3.046
"인류멸망보고서","2012-04-11",2.942
"The Rise & Fall of a White Collar Hooligan","2012-05-07",4.467
"Sexy Baby","2012-04-20",3.45
"McCullin","2012-04-26",2.595
"To the Arctic","2012-04-20",5.084
"הסיפור של יוסי","2012-05-16",2.738
"Seance","2012-04-30",3.58
"The Final Member","2012-05-01",4.397
"Adieu Berthe ou l'enterrement de mémé","2012-06-19",2.818
"Aurora","2012-06-01",1.902
"코리아","2012-05-03",2.271
"Entrance","2012-05-18",2.399
"Shiver","2012-04-21",2.653
"仮面ライダー×スーパー戦隊 スーパーヒーロー大戦","2012-04-21",2.577
"Piggy","2012-05-03",3.636
"Le Fils de l'autre","2012-04-02",2.048
"DisOrientation","2012-06-02",2.929
"The Woman Who Wasn't There","2012-04-13",2.723
"Parasitic","2012-06-26",2.109
"Jackie","2012-05-10",3.927
"Planète Océan","2012-06-18",2.691
"Notes from the Heart Healer","2012-05-12",2.982
"Shadows of Liberty","2012-06-12",2.737
"Fame High","2012-04-21",3.023
"Broken Trust","2012-06-17",2.088
