"name","release","popularity"
"Insurgent","2015-03-18",26.642
"Cinderella","2015-03-12",27.806
"Southpaw","2015-03-24",16.898
"Kingsman: The Secret Service","2015-01-24",20.144
"Child 44","2015-03-15",31.021
"Wild Card","2015-01-14",20.132
"Jupiter Ascending","2015-02-04",24.986
"Blackhat","2015-01-13",16.463
"It Follows","2015-02-04",21.607
"Fifty Shades of Grey","2015-02-11",22.724
"Ex Machina","2015-01-21",20.706
"Chappie","2015-03-04",19.924
"Run All Night","2015-03-11",16.242
"Mortdecai","2015-01-21",13.282
"Home","2015-03-18",13.806
"Frozen Fever","2015-03-09",15.576
"Vice","2015-01-16",14.522
"The SpongeBob Movie: Sponge Out of Water","2015-02-05",10.063
"The Gunman","2015-02-16",10.485
"The Wedding Ringer","2015-01-16",13.928
"Tracers","2015-01-15",15.251
"Barbie in Princess Power","2015-01-29",9.622
"Cosmic Sex","2015-02-01",5.234
"Dragonheart 3: The Sorcerer's Curse","2015-02-24",10.236
"Shaun the Sheep Movie","2015-02-05",10.199
"Get Hard","2015-03-26",9.433
"Focus","2015-02-25",12.802
"Danny Collins","2015-03-19",9.847
"Knight of Cups","2015-02-08",8.382
"The Scorpion King: Quest for Power","2015-01-09",9.895
"Going Clear: Scientology and the Prison of Belief","2015-01-25",10.362
"A Little Chaos","2015-03-26",12.617
"Hot Tub Time Machine 2","2015-02-20",10.362
"Into the Grizzly Maze","2015-02-27",7.872
"Meru","2015-01-25",9.676
"Strange Magic","2015-01-23",10.618
"Unfinished Business","2015-03-05",9.699
"Justice League: Throne of Atlantis","2015-01-27",10.677
"McFarland, USA","2015-02-20",6.866
"Dark Places","2015-03-31",11.617
"The DUFF","2015-02-20",13.019
"Maraviglioso Boccaccio","2015-02-26",4.668
"Song One","2015-01-22",6.416
"Home Sweet Hell","2015-03-13",7.439
"Demonic","2015-02-12",7.272
"Everly","2015-02-27",7.696
"Woman in Gold","2015-03-20",8.711
"Bad Hair Day","2015-02-13",8.032
"Sei mai stata sulla luna?","2015-01-22",7.081
"What Happened, Miss Simone?","2015-01-22",10.149
"The Second Best Exotic Marigold Hotel","2015-02-26",7.271
"Michiel de Ruyter","2015-01-29",4.183
"The Lazarus Effect","2015-01-29",8.05
"The Hunting Ground","2015-02-27",9.079
"The Diabolical","2015-03-16",7.98
"Backcountry","2015-03-20",6.651
"Deep Web","2015-03-15",8.714
"The Boy Next Door","2015-01-23",8.671
"Robot Overlords","2015-01-29",5.914
"Project Almanac","2015-01-28",8.422
"Terminus","2015-01-30",6.532
"Kidnapping Mr. Heineken","2015-03-12",7.193
"Que Horas Ela Volta?","2015-02-08",6.499
"Cobain: Montage of Heck","2015-03-23",10.832
"He Never Died","2015-03-17",5.991
"Racing Extinction","2015-01-24",7.722
"Scooby-Doo! Moon Monster Madness","2015-02-17",6.708
"Dead Rising","2015-03-27",7.829
"Mune, le gardien de la lune","2015-02-05",7.121
"天將雄師","2015-02-19",9.049
"The Man with the Iron Fists 2","2015-03-10",7.244
"Superfast!","2015-03-05",6.085
"Moonwalkers","2015-03-14",10.813
"Noi e la Giulia","2015-02-19",6.156
"Spare Parts","2015-01-16",7.333
"To Write Love on Her Arms","2015-03-13",7.207
"Accidental Love","2015-02-10",8.085
"Cyberbully","2015-01-15",7.467
"After the Ball","2015-02-27",6.555
"X-Rated: The Greatest Adult Movies of All Time","2015-02-06",8.031
"X+Y","2015-03-13",6.598
"Louis C.K.: Live at The Comedy Store","2015-01-27",8.319
"Power Rangers Unauthorized","2015-02-24",7.181
"La Loi du marché","2015-03-16",6.136
"Parallels","2015-03-01",6.447
"狼图腾","2015-02-19",6.206
"Roald Dahl's Esio Trot","2015-01-02",5.177
"Bis","2015-02-18",5.781
"Broken Horses","2015-03-15",4.528
"L'Affaire SK1","2015-01-07",4.821
"World of Tomorrow","2015-03-05",6.483
"88","2015-01-06",6.524
"Bitter Lake","2015-01-24",5.734
"Exeter","2015-01-16",6.542
"LEGO DC Comics Super Heroes: Justice League vs. Bizarro League","2015-02-10",5.374
"Ava's Possessions","2015-03-16",5.935
