"name","release","popularity"
"Spider-Man: Homecoming","2017-07-05",41.605
"Kingsman: The Golden Circle","2017-09-20",25.433
"Dunkirk","2017-07-19",27.243
"The Hitman's Bodyguard","2017-08-16",21.393
"It","2017-09-06",20.317
"War for the Planet of the Apes","2017-07-11",18.401
"The Emoji Movie","2017-07-23",15.335
"Atomic Blonde","2017-07-26",21.239
"Call Me by Your Name","2017-09-01",25.083
"Papillon","2017-09-07",13.66
"Valerian and the City of a Thousand Planets","2017-07-20",20.957
"Lady Bird","2017-09-08",16.199
"Shot Caller","2017-07-13",18.111
"Annabelle: Creation","2017-08-03",18.206
"Submergence","2017-09-22",13.803
"The Foreigner","2017-09-28",11.949
"Wind River","2017-08-03",13.129
"American Made","2017-08-08",13.317
"American Assassin","2017-09-14",15.28
"Only the Brave","2017-09-22",15.611
"Logan Lucky","2017-08-17",12.935
"What Happened to Monday","2017-08-18",13.346
"The Dark Tower","2017-08-03",15.646
"mother!","2017-09-13",14.55
"Descendants 2","2017-07-21",11.773
"Good Time","2017-08-11",10.144
"The Lego Ninjago Movie","2017-09-21",9.251
"Home Again","2017-09-07",13.953
"택시운전사","2017-08-02",10.186
"The Layover","2017-09-01",10.943
"Unicorn Store","2017-09-11",9.589
"Disobedience","2017-09-10",10.701
"Goodbye Christopher Robin","2017-09-29",9.153
"Dragonheart: Battle for the Heartfire","2017-07-09",9.736
"Leatherface","2017-09-14",11.043
"Death Note","2017-08-25",10.102
"Jeepers Creepers 3","2017-09-26",9.694
"Birth of the Dragon","2017-08-25",6.414
"Wish Upon","2017-07-07",10.013
"2036: Nexus Dawn","2017-08-29",6.843
"Brawl in Cell Block 99","2017-09-23",9.117
"Serialized","2017-07-08",13.251
"Lucky","2017-09-29",9.113
"Detroit","2017-07-28",11.888
"Battle of the Sexes","2017-09-05",8.707
"Mark Felt: The Man Who Brought Down the White House","2017-09-28",9.485
"Happy Family","2017-08-24",8.72
"6 Days","2017-08-03",14.198
"Flatliners","2017-09-28",10.694
"Mom and Dad","2017-09-09",9.998
"Askeladden - I Dovregubbens hall","2017-09-29",7.291
"बाबूमोशाय बन्दूकबाज़","2017-08-25",9.162
"Fun Mom Dinner","2017-08-04",7.843
"The Glass Castle","2017-08-10",10.639
"First Kill","2017-07-21",8.311
"9/11","2017-09-07",6.798
"Batman and Harley Quinn","2017-08-14",8.293
"Amityville: The Awakening","2017-07-20",8.937
"劇場版ポケットモンスター　キミにきめた！","2017-07-15",10.977
"The Nut Job 2: Nutty by Nature","2017-08-11",9.074
"Sharknado 5: Global Swarming","2017-08-06",7.489
"The Square","2017-08-25",11.129
"All I See Is You","2017-08-10",7.509
"Gaga: Five Foot Two","2017-09-08",10.832
"打ち上げ花火、下から見るか？横から見るか？","2017-08-18",5.92
"The Son of Bigfoot","2017-07-26",10.146
"Girls Trip","2017-07-21",8.226
"Revolt","2017-07-01",8.301
"Borg vs McEnroe","2017-09-06",10.311
"The Children Act","2017-09-09",8.004
"Jim & Andy: The Great Beyond","2017-09-05",9.578
"メアリと魔女の花","2017-07-08",8.955
"Victoria & Abdul","2017-09-14",9.624
"Bring It On: Worldwide #Cheersmack","2017-08-29",8.567
"Kiss and Kill","2017-08-08",10.537
"ノーゲーム・ノーライフ ゼロ","2017-07-15",8.654
"120 battements par minute","2017-08-23",8.844
"Bushwick","2017-07-30",8.505
"The Vault","2017-09-01",7.478
"Gerald's Game","2017-09-19",11.232
"Escape Room","2017-09-29",8.447
"Pilgrimage","2017-08-11",8.702
"Naked","2017-08-11",9.37
"Earth: One Amazing Day","2017-08-04",7.923
"Der Hauptmann","2017-09-21",6.698
"#RealityHigh","2017-07-17",11.329
"The Humanity Bureau","2017-07-11",8.045
"Thelma","2017-09-15",10.022
"SPF-18","2017-09-29",9.07
"Rememory","2017-09-08",8.713
"S.W.A.T.: Under Siege","2017-08-01",8.355
"Stratton","2017-07-06",8.284
"Renegades","2017-08-21",6.819
"Radius","2017-08-25",7.726
"Brad's Status","2017-09-14",9.504
"Little Evil","2017-08-08",7.407
"Ôtez-moi d'un doute","2017-09-06",5.907
"A Ciambra","2017-08-31",4.551
"Madame","2017-08-17",7.103
"Tulip Fever","2017-07-13",9.681
"The Saint","2017-07-11",7.339
"Салют-7","2017-09-22",6.986
"Columbus","2017-08-04",9.119
"Bingo - O Rei das Manhãs","2017-08-24",5.852
"Starship Troopers: Traitor of Mars","2017-08-21",7.41
"Verónica","2017-08-25",6.818
"God's Own Country","2017-09-01",8.739
"군함도","2017-07-26",7.03
"Our Souls at Night","2017-09-01",7.336
"Gun Shy","2017-09-08",6.658
"Petting Scorpions","2017-09-24",7.644
"Cage Dive","2017-08-11",8.454
"Stronger","2017-09-22",9.142
"An Inconvenient Sequel: Truth to Power","2017-07-28",11.932
"绣春刀II：修罗战场","2017-08-11",5.7
"Jackals","2017-09-01",6.063
"Ingrid Goes West","2017-08-11",8.828
"Final Portrait","2017-08-03",8.23
"Mon Garçon","2017-09-20",7.068
"Il colore nascosto delle cose","2017-09-08",6.111
"Escape Room","2017-08-31",5.012
"Tour de Pharmacy","2017-07-08",7.764
"Dave Made a Maze","2017-08-18",6.634
"Beach Rats","2017-08-25",6.878
"Kodachrome","2017-09-08",8.415
"Armed Response","2017-08-04",5.632
"Inside","2017-07-28",7.933
"Killing Ground","2017-08-31",6.733
"Les As de la Jungle","2017-07-26",4.127
"청년경찰","2017-08-09",5.488
"Super Dark Times","2017-09-29",5.348
"Bullyparade - Der Film","2017-08-17",4.633
"Inhumans: The First Chapter","2017-09-01",5.41
"ブレードランナー ブラックアウト 2022","2017-09-26",7.274
"2048: Nowhere to Run","2017-09-14",7.551
"브이아이피","2017-08-23",2.228
"La llamada","2017-09-29",6.037
"Brigsby Bear","2017-07-27",7.947
"Hickok","2017-07-07",6.148
"Mektoub, My Love: Canto Uno","2017-09-07",6.587
"The Terror of Hallow's Eve","2017-08-28",2.661
"Ammore e malavita","2017-08-01",5.72
"Hotel Transylvania: Puppy!","2017-07-28",4.97
"悟空传","2017-07-13",4.207
"פוֹקְסטְרוֹט","2017-09-02",7.072
"Rebel in the Rye","2017-09-15",8.226
"The Party","2017-09-13",7.313
"Mountain","2017-09-01",5.776
"Temple","2017-09-01",7.366
"Savage Dog","2017-08-04",5.059
"Killing Gunther","2017-09-22",7.045
"Petit Paysan","2017-08-30",5.133
"Killing Hasselhoff","2017-08-29",7.263
"The Only Living Boy in New York","2017-07-27",7.66
"The Wilde Wedding","2017-09-15",5.039
"Best F(r)iends: Volume 1","2017-09-04",4.407
"Blind","2017-07-14",6.962
"Landline","2017-07-21",5.454
"Bad Match","2017-08-25",5.64
"The Monster Project","2017-08-18",5.984
"Gatta Cenerentola","2017-09-14",6.842
"战狼2","2017-07-27",6.915
"The Show","2017-09-21",7.163
"Dead Again in Tombstone","2017-08-30",5.2
"Le Fidèle","2017-09-08",5.288
"Zygote","2017-07-12",4.565
"L'Insulte","2017-09-14",7.401
"Long Shot","2017-09-03",6.051
"City of Ghosts","2017-07-14",4.414
"The Gracefield Incident","2017-07-21",4.944
"High Society","2017-09-14",5.047
"Williams","2017-08-14",4.928
"Heroin(e)","2017-09-03",6.022
"Les affamés","2017-09-23",6.832
"Ghost House","2017-07-21",4.406
