"name","release","popularity"
"Guardians of the Galaxy Vol. 2","2017-04-19",34.502
"Wonder Woman","2017-05-30",40.018
"Alien: Covenant","2017-05-09",26.566
"Pirates of the Caribbean: Dead Men Tell No Tales","2017-05-23",21.104
"The Fate of the Furious","2017-04-12",26.356
"Transformers: The Last Knight","2017-06-16",22.673
"Baby Driver","2017-06-28",18.615
"The Mummy","2017-06-06",18.361
"Cars 3","2017-06-15",17.547
"Baywatch","2017-05-12",17.691
"King Arthur: Legend of the Sword","2017-05-10",18.307
"The Hunter's Prayer","2017-06-08",11.27
"Unlocked","2017-04-27",8.535
"47 Meters Down","2017-05-25",15.55
"Despicable Me 3","2017-06-15",12.585
"All Eyez on Me","2017-06-12",11.14
"The House","2017-06-29",12.037
"Gifted","2017-04-12",16.09
"The Circle","2017-04-27",11.818
"Jungle","2017-06-27",11.577
"Dirty Dancing","2017-05-24",9.993
"Kill Switch","2017-06-01",7.942
"Everything, Everything","2017-05-18",12.958
"It Comes at Night","2017-06-09",11.757
"Once Upon a Time in Venice","2017-06-08",11.576
"Black Butterfly","2017-05-26",9.436
"A Ghost Story","2017-04-24",10.9
"2:22","2017-06-29",9.842
"Sree Hari Hara Sudhan Swami Ayyappan","2017-04-17",12.551
"バイオハザード ヴェンデッタ","2017-05-27",9.437
"The Man with the Iron Heart","2017-05-25",9.026
"Overdrive","2017-06-29",9.458
"The Bad Batch","2017-06-23",9.844
"12 Feet Deep","2017-06-20",7.835
"Okja","2017-06-28",13.312
"Captain Underpants: The First Epic Movie","2017-06-01",12.716
"Loving Vincent","2017-06-22",11.232
"The Exception","2017-06-02",11.333
"Berlin Syndrome","2017-04-20",8.317
"Órbita 9","2017-04-07",5.584
"War Machine","2017-05-26",10.461
"The Crucifixion","2017-04-27",10.027
"The Beguiled","2017-06-23",8.847
"Message from the King","2017-05-10",8.999
"The Book of Henry","2017-06-16",8.778
"Devil's Gate","2017-04-24",8.381
"Inconceivable","2017-06-30",10.346
"Time Trap","2017-05-19",9.542
"Sand Castle","2017-04-21",8.016
"How to Be a Latin Lover","2017-04-28",8.458
"Icarus","2017-06-03",9.103
"여자 하숙집","2017-05-11",12.581
"Wakefield","2017-05-19",8.033
"Norman: The Moderate Rise and Tragic Fall of a New York Fixer","2017-04-14",7.804
"ブラム","2017-05-20",9.414
"악녀","2017-06-08",8.569
"Diary of a Wimpy Kid: The Long Haul","2017-05-19",10.128
"Casting JonBenet","2017-04-28",8.428
"Going in Style","2017-04-06",12.65
"The Wall","2017-05-12",11.657
"Rough Night","2017-06-15",10.045
"Their Finest","2017-04-06",8.399
"Megan Leavey","2017-06-09",8.945
"OtherLife","2017-06-16",7.721
"The Outcasts","2017-04-14",6.773
"Voice from the Stone","2017-04-28",7.862
"The Recall","2017-06-02",8.363
"The Case for Christ","2017-04-07",8.466
"A Stork's Journey","2017-05-05",6.535
"The Wizard of Lies","2017-05-21",8.772
