"name","release","popularity"
"Iron Man 2","2010-04-28",26.374
"Toy Story 3","2010-06-16",22.437
"StreetDance 3D","2010-05-19",17.633
"Clash of the Titans","2010-04-01",16.79
"Shrek Forever After","2010-05-16",18.257
"The Losers","2010-04-23",17.214
"The Last Airbender","2010-06-30",14.822
"A Nightmare on Elm Street","2010-04-30",13.783
"Knight and Day","2010-06-15",16.926
"Undisputed III: Redemption","2010-05-22",14.165
"Robin Hood","2010-05-12",12.475
"The Twilight Saga: Eclipse","2010-06-23",15.021
"Grown Ups","2010-06-24",13.675
"The A-Team","2010-06-10",13.594
"Monsters","2010-06-18",10.876
"Jonah Hex","2010-06-18",9.229
"Prince of Persia: The Sands of Time","2010-05-19",13.854
"I Spit on Your Grave","2010-06-17",12.587
"Date Night","2010-04-08",10.576
"Killers","2010-06-04",9.729
"Charlie St. Cloud","2010-05-01",9.709
"Sex and the City 2","2010-05-26",7.936
"Winter's Bone","2010-06-11",9.002
"You Don't Know Jack","2010-04-14",7.233
"Four Lions","2010-05-07",8.566
"アウトレイジ","2010-05-17",7.882
"Unthinkable","2010-06-14",9.887
"Get Him to the Greek","2010-06-04",11.928
"Survival of the Dead","2010-05-06",10.198
"Marmaduke","2010-06-04",8.088
"The Back-Up Plan","2010-04-23",8.073
"The Switch","2010-05-11",9.99
"Black Death","2010-06-07",7.585
"Letters to Juliet","2010-05-14",8.301
"Srpski film","2010-06-16",10.03
"16 Wishes","2010-06-25",8.804
"Furry Vengeance","2010-04-02",9.169
"Fair Game","2010-05-20",10.081
"The Karate Kid","2010-06-10",14.422
"Habitación en Roma","2010-05-07",8.082
"Day & Night","2010-06-17",8.626
"Flicka 2","2010-05-04",6.66
"Last Night","2010-05-11",10.518
"Elena Undone","2010-06-25",7.734
"방자전","2010-06-02",7.299
"Wild Target","2010-06-17",7.468
"Space Chimps 2: Zartog Strikes Back","2010-05-26",8.116
"When You’re Strange","2010-04-09",8.899
"You Will Meet a Tall Dark Stranger","2010-05-23",6.831
"Animal Kingdom","2010-06-03",9.937
"Death at a Funeral","2010-04-15",7.531
"MacGruber","2010-05-21",8.317
"The Joneses","2010-04-16",7.168
"Bloomington","2010-06-23",9.112
"Shanghai","2010-06-10",7.555
"Just Wright","2010-05-14",9.04
"Dog Pound","2010-04-24",6.41
"시","2010-05-13",5.785
"Mega Piranha","2010-04-10",6.901
"4.3.2.1","2010-06-02",8.277
"ลุงบุญมีระลึกชาติ","2010-05-21",6.348
"The Tortured","2010-06-15",6.115
"Virginia","2010-05-18",5.327
