"name","release","popularity"
"Ghost Rider: Spirit of Vengeance","2011-12-10",15.918
"Mission: Impossible - Ghost Protocol","2011-12-07",19.714
"Sherlock Holmes: A Game of Shadows","2011-11-22",25.167
"In Time","2011-10-27",16.761
"The Girl with the Dragon Tattoo","2011-12-14",19.182
"Ice Age: A Mammoth Christmas","2011-11-24",10.734
"Arthur Christmas","2011-11-10",18.11
"The Muppets","2011-11-22",11.545
"Shame","2011-10-02",11.437
"J. Edgar","2011-11-09",10.156
"Alvin and the Chipmunks: Chipwrecked","2011-12-14",12.082
"Pixie Hollow Games","2011-12-24",11.863
"The Adventures of Tintin","2011-10-25",17.183
"Happy Feet Two","2011-11-17",9.537
"Kung Fu Panda: Secrets of the Masters","2011-12-12",7.315
"Immortals","2011-11-10",13.888
"Intouchables","2011-11-02",16.552
"The Iron Lady","2011-12-30",10.394
"Footloose","2011-10-06",11.936
"Hugo","2011-11-22",15.433
"Wrong Turn 4: Bloody Beginnings","2011-10-17",11.787
"Puss in Boots","2011-10-28",11.253
"The Rum Diary","2011-10-13",10.284
"The Human Centipede 2 (Full Sequence)","2011-10-06",11.826
"War Horse","2011-12-25",10.897
"Tom Sawyer","2011-11-17",2.963
"The Woman","2011-10-14",7.958
"A Very Harold & Kumar Christmas","2011-11-04",8.906
"New Year's Eve","2011-12-08",8.923
"Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer","2011-10-25",9.749
"Setup","2011-10-17",9.123
"Faces in the Crowd","2011-10-25",8.136
"The Thing","2011-10-12",13.357
"Paranormal Activity 3","2011-10-19",7.523
"Jack and Jill","2011-11-11",8.995
"Trespass","2011-10-13",11.304
"Dragons: Gift of the Night Fury","2011-11-15",10.106
"Small Fry","2011-11-23",10.386
"Hotel Desire","2011-12-07",12.185
"Geek Charming","2011-11-11",9.567
"Cenerentola","2011-10-30",19.648
"This Must Be the Place","2011-10-01",8.796
"The Gruffalo's Child","2011-12-25",6.832
"The Darkest Hour","2011-12-22",10.305
"Tower Heist","2011-11-02",10.328
"Hostel: Part III","2011-12-27",9.113
"Black Gold","2011-12-21",5.134
"Catch.44","2011-12-08",8.564
"12 Dates of Christmas","2011-12-11",9.636
"Book of Dragons","2011-11-15",7.291
"Arena","2011-10-11",9.325
"A Few Best Men","2011-10-14",6.619
"The Sitter","2011-12-09",9.636
"Don 2","2011-12-23",7.391
"Anonymous","2011-10-21",9.531
"The Hunter","2011-10-06",9.884
"We Bought a Zoo","2011-12-08",11.878
"Meng you 3D","2011-10-23",4.195
"О чём ещё говорят мужчины","2011-12-29",4.277
"Polisse","2011-10-06",8.322
"Woody Allen: A Documentary","2011-11-20",7.265
"Like Crazy","2011-10-28",8.901
"The Best Exotic Marigold Hotel","2011-11-28",8.382
"Un monstre à Paris","2011-10-12",7.041
"Rampart","2011-11-23",8.58
"Martha Marcy May Marlene","2011-10-21",8.151
"Take This Waltz","2011-11-25",7.003
"Good Luck Charlie, It's Christmas!","2011-12-02",7.748
"Extremely Loud & Incredibly Close","2011-12-24",8.408
"EVA","2011-10-06",7.413
"The Borrowers","2011-12-25",5.942
"The Smurfs: A Christmas Carol","2011-11-26",5.961
"Les Lyonnais","2011-11-10",5.954
"My Week with Marilyn","2011-11-23",12.134
"오직 그대만","2011-10-20",5.688
"Someday This Pain Will Be Useful to You","2011-11-02",5.9
"Mientras duermes","2011-10-14",7.174
"Into the Abyss","2011-11-11",7.995
"Louis C.K.: Live at the Beacon Theater","2011-12-10",7.099
"Emergo","2011-10-11",7.273
"X","2011-11-23",7.591
"Albert Nobbs","2011-12-21",6.983
"The Son of No One","2011-11-04",7.387
"Hellraiser: Revelations","2011-10-18",7.833
"Bienvenue à bord","2011-10-05",7.229
"Emmanuelle Through Time: Emmanuelle's Skin City","2011-10-06",4.54
"Texas Killing Fields","2011-10-14",7.569
"The Lady","2011-11-30",7.139
"The Double","2011-10-27",9.155
"Being Elmo: A Puppeteer's Journey","2011-10-21",8.661
"Tyrannosaur","2011-10-07",7.714
"Paradise Lost 3: Purgatory","2011-10-10",6.435
"龙门飞甲","2011-12-15",7.644
"Zombie Apocalypse","2011-10-29",5.696
"Beethoven's Christmas Adventure","2011-11-08",5.293
"Scrat's Continental Crack-Up: Part 2","2011-11-16",4.864
"A Princess For Christmas","2011-12-03",7.534
"In the Name of the King 2: Two Worlds","2011-11-03",5.774
"DC Showcase: Catwoman","2011-10-18",6.459
"Adele: Live at the Royal Albert Hall","2011-11-27",5.95
"Poulet aux Prunes","2011-10-26",5.672
"The Big Year","2011-10-13",7.325
"Wild Bill","2011-10-21",6.519
"金陵十三釵","2011-12-15",8.072
"Albatross","2011-10-14",5.539
"11-11-11","2011-11-11",6.978
"Young Adult","2011-12-16",7.057
"La délicatesse","2011-12-20",5.394
"The Reunion","2011-10-21",6.214
"L'amour dure trois ans","2011-12-10",6.25
"In the Land of Blood and Honey","2011-12-23",6.372
"Eating Out: The Open Weekend","2011-10-08",5.088
"Vacanze di Natale a Cortina","2011-12-16",5.287
"Hollywoo","2011-12-07",5.628
"Livide","2011-12-06",5.159
"A Holiday Engagement","2011-11-28",5.253
"Hetjur Valhallar - Þór","2011-10-14",3.763
"Night of the Living Carrots","2011-10-13",4.612
"Ra.One","2011-10-24",6.379
"Enter Nowhere","2011-10-22",6.95
"Retreat","2011-10-14",6.798
"Nova Zembla","2011-11-23",3.866
"Le Tableau","2011-11-23",3.063
"The Death and Return of Superman","2011-11-27",2.227
"ドラゴンボールZ エピソード オブ バーダック","2011-12-17",5.603
"Mega Cyclone","2011-12-29",4.6
"Finalmente la felicità","2011-12-16",4.261
"Annie Claus Is Coming to Town","2011-12-10",2.972
"The One","2011-10-07",3.725
"Carjacked","2011-11-22",4.695
"Remains","2011-12-06",4.263
"La peggior settimana della mia vita","2011-10-27",5.64
"Humans vs Zombies","2011-11-11",3.273
"Nuit Blanche","2011-11-16",4.782
"Rockstar","2011-11-11",6.29
"Guns, Girls and Gambling","2011-11-14",5.351
"Christmas Lodge","2011-10-11",3.364
"Café","2011-10-11",4.455
"6 Days to Air: The Making of South Park","2011-10-09",4.943
"O Palhaço","2011-10-28",5.065
"La source des femmes","2011-11-02",5.067
"La voz dormida","2011-10-21",3.397
"Desperately Seeking Santa","2011-11-27",4.344
"Snow Beast","2011-10-04",4.496
"Storm War","2011-11-26",3.669
