"name","release","popularity"
"Star Wars: The Last Jedi","2017-12-13",69.42
"Thor: Ragnarok","2017-10-25",53.081
"Coco","2017-10-27",31.955
"Justice League","2017-11-15",35.42
"Blade Runner 2049","2017-10-04",39.423
"Jumanji: Welcome to the Jungle","2017-12-09",34.922
"Olaf's Frozen Adventure","2017-10-27",25.853
"The Snowman","2017-10-12",14.755
"Gnome Alone","2017-11-02",10.155
"The Mountain Between Us","2017-10-05",12.865
"The Shape of Water","2017-12-01",19.651
"Cold Skin","2017-10-20",8.977
"You Were Never Really Here","2017-11-08",12.927
"Molly's Game","2017-12-25",16.137
"Murder on the Orient Express","2017-11-03",15.505
"Phantom Thread","2017-12-25",11.019
"The Greatest Showman","2017-12-20",22.612
"Loving Pablo","2017-10-12",15.07
"三十儿立","2017-11-27",6.858
"Three Billboards Outside Ebbing, Missouri","2017-11-10",19.266
"Ferdinand","2017-12-09",12.388
"Daddy's Home 2","2017-11-09",16.738
"Geostorm","2017-10-13",18.771
"A Christmas Prince","2017-11-17",14.658
"Happy Death Day","2017-10-12",17.738
"Wonder","2017-11-13",17.762
"Darkest Hour","2017-11-22",17.782
"Jigsaw","2017-10-26",12.216
"The Man Who Invented Christmas","2017-10-12",10.089
"The Star","2017-11-15",13.639
"Suburbicon","2017-10-26",10.826
"Bright","2017-12-22",12.435
"The Post","2017-12-22",12.04
"My Little Pony: The Movie","2017-10-05",10.683
"Paddington 2","2017-11-09",13.903
"48 Christmas Wishes","2017-12-01",12.931
"The Babysitter","2017-10-13",10.731
"Roman J. Israel, Esq.","2017-11-17",9.848
"Pitch Perfect 3","2017-12-20",11.883
"I, Tonya","2017-12-08",13.759
"24 Hours to Live","2017-10-26",10.383
"Cult of Chucky","2017-10-23",10.164
"A Bad Moms Christmas","2017-11-01",10.654
"All the Money in the World","2017-12-21",9.426
"The Death of Stalin","2017-10-20",11.11
"机器之血","2017-12-18",8.846
"Acts of Vengeance","2017-10-27",10.231
"GODZILLA 怪獣惑星","2017-11-17",9.206
"Woody Woodpecker","2017-10-05",9.936
"How to Talk to Girls at Parties","2017-10-06",8.375
"Cargo","2017-10-06",9.656
"Hostiles","2017-12-22",12.501
"Marrowbone","2017-10-27",9.958
"Christmas Inheritance","2017-12-15",15.224
"Kings","2017-11-11",6.893
"The Killing of a Sacred Deer","2017-10-20",8.939
"Santa & Cie","2017-12-06",6.177
"6 Below: Miracle on the Mountain","2017-10-12",7.937
"Father Figures","2017-12-21",9.827
"Fack ju Göhte 3","2017-10-26",9.121
"Bullet Head","2017-12-07",8.854
"The Breadwinner","2017-11-17",8.579
"The Vanishing of Sidney Hall","2017-10-06",8.806
"Den 12. mann","2017-12-25",9.491
"Marshall","2017-10-13",9.104
"Downsizing","2017-12-22",13.598
"Sweet Virginia","2017-11-17",8.795
"Sniper: Ultimate Kill","2017-10-03",9.496
"신과함께-죄와 벌","2017-12-14",8.777
"Pyewacket","2017-11-25",8.81
"The Florida Project","2017-10-06",11.539
"The Ritual","2017-10-11",12.931
"Wonder Wheel","2017-12-01",8.469
"Same Kind of Different as Me","2017-10-20",9.897
"Breathe","2017-10-13",10.432
"Hangman","2017-12-22",8.877
"Crooked House","2017-10-31",8.502
"Burn Out","2017-12-11",8.006
"Newness","2017-11-03",9.237
"Film Stars Don't Die in Liverpool","2017-11-17",8.417
"Rip Tide","2017-10-03",6.944
"Spielberg","2017-10-05",7.804
"Au revoir là-haut","2017-10-25",12.365
"Novitiate","2017-10-27",7.648
"La Promesse de l'aube","2017-12-20",6.363
"Love Beats Rhymes","2017-12-01",5.551
"La ragazza nella nebbia","2017-10-26",8.944
"Just Getting Started","2017-12-01",7.78
"The Little Vampire 3D","2017-10-04",4.966
"Smetto quando voglio - Ad honorem","2017-11-30",6.689
"Boo 2! A Madea Halloween","2017-10-20",7.43
"Daddy Cool","2017-11-01",6.325
"The Lodgers","2017-10-05",8.484
"November Criminals","2017-12-08",8.807
"Christmas Wedding Planner","2017-12-14",12.036
"Perfectos desconocidos","2017-12-01",6.699
"Napoli velata","2017-12-28",5.793
"1922","2017-10-20",10.713
"Deep","2017-11-01",5.717
"기억의 밤","2017-11-29",8.171
"Professor Marston and the Wonder Women","2017-10-13",10.491
"Creep 2","2017-10-06",8.086
"Avicii: True Stories","2017-10-26",8.442
"Singularity","2017-11-24",6.557
"Dieses bescheuerte Herz","2017-12-21",6.229
"Demi Lovato: Simply Complicated","2017-10-17",6.878
"Mudbound","2017-11-16",10.381
"The Carmilla Movie","2017-10-26",7.713
"Angela's Christmas","2017-12-02",8.831
"El Camino Christmas","2017-12-08",8.555
"American Satan","2017-10-13",6.634
"El autor","2017-11-17",6.001
"Magical Christmas Ornaments","2017-12-03",4.535
"Wonderstruck","2017-10-13",7.575
"カメラを止めるな！","2017-11-04",6.54
"Belle et Sébastien 3 : Le Dernier Chapitre","2017-10-21",7.028
"Le Brio","2017-11-22",7.692
"Aus dem Nichts","2017-11-23",7.957
"Journey's End","2017-12-14",7.934
"The Meyerowitz Stories (New and Selected)","2017-10-13",8.852
"F*&% the Prom","2017-12-05",7.719
"Doctor Who: Twice Upon a Time","2017-12-25",7.077
"The Bookshop","2017-11-10",8.226
"78/52","2017-10-13",6.672
"Crash Pad","2017-10-27",5.232
"Thank You for Your Service","2017-10-26",8.512
"Almost Friends","2017-11-17",6.043
"Tragedy Girls","2017-10-20",6.917
"강철비","2017-12-14",5.593
"성판17: 남자들의 17가지 성적 판타지","2017-11-13",7.16
"Last Flag Flying","2017-11-03",9.1
"Where's the Money?","2017-10-20",4.526
"Wheelman","2017-10-20",7.494
"Slumber","2017-12-01",7.912
"The Bachelors","2017-10-20",6.084
"Le Sens de la fête","2017-10-04",7.312
"Zombillénium","2017-10-18",4.618
"二代妖精之今生有幸","2017-12-29",3.04
"Christmas Getaway","2017-12-23",5.644
"Voyeur","2017-10-04",6.805
"Finding Your Feet","2017-12-26",7.758
"LBJ","2017-11-03",6.953
"Samantaral","2017-11-24",1.727
"Trolls Holiday","2017-11-24",8.046
"Christmas Connection","2017-12-17",5.241
"Oro","2017-11-10",3.773
"Jane","2017-12-28",4.734
"Totem","2017-10-31",6.684
"Barbie: Dolphin Magic","2017-10-13",7.685
"My Friend Dahmer","2017-11-03",7.751
"Milada","2017-11-02",4.698
"A Man For Every Month","2017-11-16",7.844
"Coexister","2017-10-11",5.879
"Garde alternée","2017-12-20",4.364
"Basmati Blues","2017-11-06",4.415
"Épouse-moi mon pote","2017-10-25",7.906
"劇場版 Fate／stay night [Heaven's Feel] I. presage flower","2017-10-14",8.015
"Hey Arnold! The Jungle Movie","2017-11-23",7.149
"Dave Chappelle: Equanimity","2017-12-30",7.674
"Batman vs. Two-Face","2017-11-14",7.005
"Christmas in the Air","2017-11-05",4.063
"With Love, Christmas","2017-11-22",3.443
"Ayla","2017-10-27",7.38
"L'Echange des princesses","2017-12-27",5.842
"Momo","2017-12-27",5.267
"Tuntematon sotilas","2017-10-27",6.833
"鋼の錬金術師","2017-12-01",6.692
"Joan Didion: The Center Will Not Hold","2017-10-11",6.112
"Jupiter holdja","2017-11-01",5.474
"Sicilian Ghost Story","2017-11-18",4.989
"Jalouse","2017-11-08",4.988
"Последний богатырь","2017-10-19",6.007
"Muse","2017-11-29",7.344
"D'après une histoire vraie","2017-11-01",6.653
"Conor McGregor: Notorious","2017-11-03",5.262
"先生！　、、、好きになってもいいですか？","2017-10-28",3.303
"Dismissed","2017-10-08",6.483
"Pottersville","2017-11-10",5.07
"I Am Not a Witch","2017-10-20",4.035
"The Ballad of Lefty Brown","2017-12-15",5.77
"Cocaine Godmother","2017-11-12",5.556
"La Villa","2017-11-29",4.05
"Come un gatto in tangenziale","2017-12-28",6.878
"Blood Money","2017-10-13",4.075
"Carbone","2017-11-01",6.582
"Nico, 1988","2017-10-12",4.726
"Most Beautiful Island","2017-11-03",5.723
"Like.Share.Follow.","2017-10-31",5.883
"Движение вверх","2017-12-28",6.844
"Game of Thrones: Conquest & Rebellion","2017-12-12",4.175
"My Generation","2017-10-08",4.369
"사촌누나와 동거","2017-11-07",10.261
